,sourcefile,outputfile,starttime,endtime,hours,npts,nRECS,Fs,numValidTimes,numTimeSkips,passed,SDS,miniseed
1667,20221104\100hz\100hz_Sensors_100Hz394.csv,20221104.100hz.100hz_Sensors_100Hz394.csv,2022/10/24 20:00:00,2022/10/25 00:00:00,4.0,1439802,1439802.0,100.000095368,1439802,2.0,True,False,True
1668,20221104\20hz\20hz_Sensors_20Hz151.csv,20221104.20hz.20hz_Sensors_20Hz151.csv,2022/10/24 20:00:00,2022/10/25 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1670,20221104\20hz\20hz_Sensors_20Hz152.csv,20221104.20hz.20hz_Sensors_20Hz152.csv,2022/10/25 00:00:00,2022/10/25 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1669,20221104\Baro\100hz_Baro_Sensors530.csv,20221104.Baro.100hz_Baro_Sensors530.csv,2022/10/25 00:00:00,2022/10/25 04:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
1671,20221104\100hz\100hz_Sensors_100Hz395.csv,20221104.100hz.100hz_Sensors_100Hz395.csv,2022/10/25 00:00:00,2022/10/25 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1672,20221104\100hz\100hz_Sensors_100Hz396.csv,20221104.100hz.100hz_Sensors_100Hz396.csv,2022/10/25 04:00:00,2022/10/25 06:35:32,2.59,933248,933248.0,100.000095368,933248,0.0,True,True,True
1673,20221104\20hz\20hz_Sensors_20Hz153.csv,20221104.20hz.20hz_Sensors_20Hz153.csv,2022/10/25 04:00:00,2022/10/25 06:35:31,2.59,186624,186624.0,20.0000190735,186624,0.0,True,True,True
1674,20221104\Baro\100hz_Baro_Sensors531.csv,20221104.Baro.100hz_Baro_Sensors531.csv,2022/10/25 04:00:00,2022/10/25 06:35:32,2.59,933226,933226.0,100.000095368,933226,1.0,True,True,True
1676,20221104\Baro\100hz_Baro_Sensors532.csv,20221104.Baro.100hz_Baro_Sensors532.csv,2022/10/25 06:35:32,2022/10/25 12:00:00,5.41,1183793,1183776.0,100.000095368,1183776,2.0,False,False,True
1677,20221104\100hz\100hz_Sensors_100Hz397.csv,20221104.100hz.100hz_Sensors_100Hz397.csv,2022/10/25 06:35:32,2022/10/25 12:00:00,5.41,1183304,1183303.0,100.000095368,1183303,2.0,False,False,True
1675,20221104\20hz\20hz_Sensors_20Hz154.csv,20221104.20hz.20hz_Sensors_20Hz154.csv,2022/10/25 06:35:32,2022/10/25 12:00:00,5.41,236667,236663.0,20.0000190735,236663,2.0,False,False,True
1680,20221104\100hz\100hz_Sensors_100Hz398.csv,20221104.100hz.100hz_Sensors_100Hz398.csv,2022/10/25 12:00:00,2022/10/25 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1679,20221104\Baro\100hz_Baro_Sensors533.csv,20221104.Baro.100hz_Baro_Sensors533.csv,2022/10/25 12:00:00,2022/10/25 16:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
1678,20221104\20hz\20hz_Sensors_20Hz155.csv,20221104.20hz.20hz_Sensors_20Hz155.csv,2022/10/25 12:00:00,2022/10/25 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1681,20221104\100hz\100hz_Sensors_100Hz399.csv,20221104.100hz.100hz_Sensors_100Hz399.csv,2022/10/25 16:00:00,2022/10/25 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1682,20221104\20hz\20hz_Sensors_20Hz156.csv,20221104.20hz.20hz_Sensors_20Hz156.csv,2022/10/25 16:00:00,2022/10/25 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1683,20221104\Baro\100hz_Baro_Sensors534.csv,20221104.Baro.100hz_Baro_Sensors534.csv,2022/10/25 16:00:00,2022/10/25 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1684,20221104\Baro\100hz_Baro_Sensors535.csv,20221104.Baro.100hz_Baro_Sensors535.csv,2022/10/25 20:00:00,2022/10/26 00:00:00,4.0,1439988,1439988.0,100.000095368,1439988,1.0,True,True,True
1685,20221104\20hz\20hz_Sensors_20Hz157.csv,20221104.20hz.20hz_Sensors_20Hz157.csv,2022/10/25 20:00:00,2022/10/26 00:00:00,4.0,287943,287943.0,20.0000190735,287943,3.0,True,False,True
1686,20221104\100hz\100hz_Sensors_100Hz400.csv,20221104.100hz.100hz_Sensors_100Hz400.csv,2022/10/25 20:00:00,2022/10/26 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1687,20221104\Baro\100hz_Baro_Sensors536.csv,20221104.Baro.100hz_Baro_Sensors536.csv,2022/10/26 00:00:00,2022/10/26 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1688,20221104\20hz\20hz_Sensors_20Hz158.csv,20221104.20hz.20hz_Sensors_20Hz158.csv,2022/10/26 00:00:00,2022/10/26 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1689,20221104\100hz\100hz_Sensors_100Hz401.csv,20221104.100hz.100hz_Sensors_100Hz401.csv,2022/10/26 00:00:00,2022/10/26 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1690,20221104\20hz\20hz_Sensors_20Hz159.csv,20221104.20hz.20hz_Sensors_20Hz159.csv,2022/10/26 04:00:00,2022/10/26 06:06:42,2.11,152021,152021.0,20.0000190735,152021,1.0,True,False,True
1691,20221104\100hz\100hz_Sensors_100Hz402.csv,20221104.100hz.100hz_Sensors_100Hz402.csv,2022/10/26 04:00:00,2022/10/26 06:06:44,2.11,760448,760448.0,100.000095368,760448,0.0,True,True,True
1692,20221104\Baro\100hz_Baro_Sensors537.csv,20221104.Baro.100hz_Baro_Sensors537.csv,2022/10/26 04:00:00,2022/10/26 06:06:43,2.11,760405,760405.0,100.000095368,760405,1.0,True,True,True
1693,20221104\20hz\20hz_Sensors_20Hz160.csv,20221104.20hz.20hz_Sensors_20Hz160.csv,2022/10/26 06:06:43,2022/10/26 12:00:00,5.89,234301,234283.0,20.0000190735,234283,2.0,False,False,True
1695,20221104\100hz\100hz_Sensors_100Hz403.csv,20221104.100hz.100hz_Sensors_100Hz403.csv,2022/10/26 06:06:44,2022/10/26 12:00:00,5.89,1171503,1171502.0,100.000095368,1171502,1.0,False,False,True
1694,20221104\Baro\100hz_Baro_Sensors538.csv,20221104.Baro.100hz_Baro_Sensors538.csv,2022/10/26 06:06:44,2022/10/26 12:00:00,5.89,1171803,1171776.0,100.000095368,1171776,2.0,False,False,True
1696,20221104\Baro\100hz_Baro_Sensors539.csv,20221104.Baro.100hz_Baro_Sensors539.csv,2022/10/26 12:00:00,2022/10/26 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1697,20221104\100hz\100hz_Sensors_100Hz404.csv,20221104.100hz.100hz_Sensors_100Hz404.csv,2022/10/26 12:00:00,2022/10/26 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1698,20221104\20hz\20hz_Sensors_20Hz161.csv,20221104.20hz.20hz_Sensors_20Hz161.csv,2022/10/26 12:00:00,2022/10/26 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1699,20221104\20hz\20hz_Sensors_20Hz162.csv,20221104.20hz.20hz_Sensors_20Hz162.csv,2022/10/26 16:00:00,2022/10/26 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1700,20221104\Baro\100hz_Baro_Sensors540.csv,20221104.Baro.100hz_Baro_Sensors540.csv,2022/10/26 16:00:00,2022/10/26 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1701,20221104\100hz\100hz_Sensors_100Hz405.csv,20221104.100hz.100hz_Sensors_100Hz405.csv,2022/10/26 16:00:00,2022/10/26 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1703,20221104\100hz\100hz_Sensors_100Hz406.csv,20221104.100hz.100hz_Sensors_100Hz406.csv,2022/10/26 20:00:00,2022/10/27 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1702,20221104\Baro\100hz_Baro_Sensors541.csv,20221104.Baro.100hz_Baro_Sensors541.csv,2022/10/26 20:00:00,2022/10/27 00:00:00,4.0,1439984,1439984.0,100.000095368,1439984,3.0,True,True,True
1704,20221104\20hz\20hz_Sensors_20Hz163.csv,20221104.20hz.20hz_Sensors_20Hz163.csv,2022/10/26 20:00:00,2022/10/27 00:00:00,4.0,287943,287943.0,20.0000190735,287943,3.0,True,False,True
1705,20221104\20hz\20hz_Sensors_20Hz164.csv,20221104.20hz.20hz_Sensors_20Hz164.csv,2022/10/27 00:00:00,2022/10/27 04:00:00,4.0,287962,287962.0,20.0000190735,287962,2.0,True,False,True
1706,20221104\Baro\100hz_Baro_Sensors542.csv,20221104.Baro.100hz_Baro_Sensors542.csv,2022/10/27 00:00:00,2022/10/27 04:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
1707,20221104\100hz\100hz_Sensors_100Hz407.csv,20221104.100hz.100hz_Sensors_100Hz407.csv,2022/10/27 00:00:00,2022/10/27 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1709,20221104\Baro\100hz_Baro_Sensors543.csv,20221104.Baro.100hz_Baro_Sensors543.csv,2022/10/27 04:00:00,2022/10/27 04:41:04,0.68,246442,246442.0,100.000095368,246442,1.0,True,True,True
1710,20221104\20hz\20hz_Sensors_20Hz165.csv,20221104.20hz.20hz_Sensors_20Hz165.csv,2022/10/27 04:00:00,2022/10/27 04:41:02,0.68,49237,49237.0,20.0000190735,49237,1.0,True,False,True
1708,20221104\100hz\100hz_Sensors_100Hz408.csv,20221104.100hz.100hz_Sensors_100Hz408.csv,2022/10/27 04:00:00,2022/10/27 04:41:04,0.68,246438,246438.0,100.000095368,246438,0.0,True,True,True
1711,20221104\20hz\20hz_Sensors_20Hz166.csv,20221104.20hz.20hz_Sensors_20Hz166.csv,2022/10/27 04:41:03,2022/10/27 12:00:00,7.32,234135,234123.0,20.0000190735,234123,2.0,False,False,True
1713,20221104\100hz\100hz_Sensors_100Hz409.csv,20221104.100hz.100hz_Sensors_100Hz409.csv,2022/10/27 04:41:04,2022/10/27 12:00:00,7.32,1170812,1170801.0,100.000095368,1170801,0.0,False,False,True
1712,20221104\Baro\100hz_Baro_Sensors544.csv,20221104.Baro.100hz_Baro_Sensors544.csv,2022/10/27 04:41:04,2022/10/27 12:00:00,7.32,1171067,1171058.0,100.000095368,1171058,2.0,False,False,True
1714,20221104\100hz\100hz_Sensors_100Hz410.csv,20221104.100hz.100hz_Sensors_100Hz410.csv,2022/10/27 12:00:00,2022/10/27 16:00:00,4.0,1439901,1439901.0,100.000095368,1439901,1.0,True,False,True
1715,20221104\20hz\20hz_Sensors_20Hz167.csv,20221104.20hz.20hz_Sensors_20Hz167.csv,2022/10/27 12:00:00,2022/10/27 16:00:00,4.0,287962,287962.0,20.0000190735,287962,2.0,True,False,True
1716,20221104\Baro\100hz_Baro_Sensors545.csv,20221104.Baro.100hz_Baro_Sensors545.csv,2022/10/27 12:00:00,2022/10/27 16:00:00,4.0,1439998,1439998.0,100.000095368,1439998,2.0,True,True,True
1717,20221104\100hz\100hz_Sensors_100Hz411.csv,20221104.100hz.100hz_Sensors_100Hz411.csv,2022/10/27 16:00:00,2022/10/27 20:00:00,4.0,1439901,1439901.0,100.000095368,1439901,1.0,True,False,True
1718,20221104\Baro\100hz_Baro_Sensors546.csv,20221104.Baro.100hz_Baro_Sensors546.csv,2022/10/27 16:00:00,2022/10/27 20:00:00,4.0,1439988,1439988.0,100.000095368,1439988,1.0,True,True,True
1719,20221104\20hz\20hz_Sensors_20Hz168.csv,20221104.20hz.20hz_Sensors_20Hz168.csv,2022/10/27 16:00:00,2022/10/27 20:00:00,4.0,287981,287981.0,20.0000190735,287981,1.0,True,False,True
1722,20221104\20hz\20hz_Sensors_20Hz169.csv,20221104.20hz.20hz_Sensors_20Hz169.csv,2022/10/27 20:00:00,2022/10/28 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1721,20221104\100hz\100hz_Sensors_100Hz412.csv,20221104.100hz.100hz_Sensors_100Hz412.csv,2022/10/27 20:00:00,2022/10/28 00:00:00,4.0,1439703,1439703.0,100.000095368,1439703,3.0,True,False,True
1720,20221104\Baro\100hz_Baro_Sensors547.csv,20221104.Baro.100hz_Baro_Sensors547.csv,2022/10/27 20:00:00,2022/10/28 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1723,20221104\100hz\100hz_Sensors_100Hz413.csv,20221104.100hz.100hz_Sensors_100Hz413.csv,2022/10/28 00:00:00,2022/10/28 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1724,20221104\Baro\100hz_Baro_Sensors548.csv,20221104.Baro.100hz_Baro_Sensors548.csv,2022/10/28 00:00:00,2022/10/28 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1725,20221104\20hz\20hz_Sensors_20Hz170.csv,20221104.20hz.20hz_Sensors_20Hz170.csv,2022/10/28 00:00:00,2022/10/28 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1726,20221104\Baro\100hz_Baro_Sensors549.csv,20221104.Baro.100hz_Baro_Sensors549.csv,2022/10/28 04:00:00,2022/10/28 04:10:00,0.17,60010,60010.0,100.000095368,60010,0.0,True,True,True
1727,20221104\100hz\100hz_Sensors_100Hz414.csv,20221104.100hz.100hz_Sensors_100Hz414.csv,2022/10/28 04:00:00,2022/10/28 04:09:59,0.17,59993,59993.0,100.000095368,59993,0.0,True,True,True
1728,20221104\20hz\20hz_Sensors_20Hz171.csv,20221104.20hz.20hz_Sensors_20Hz171.csv,2022/10/28 04:00:00,2022/10/28 04:09:58,0.17,11968,11968.0,20.0000190735,11968,0.0,True,True,True
1730,20221104\20hz\20hz_Sensors_20Hz172.csv,20221104.20hz.20hz_Sensors_20Hz172.csv,2022/10/28 04:09:59,2022/10/28 12:00:00,7.83,145481,145461.0,20.0000190735,145461,0.0,False,False,True
1729,20221104\100hz\100hz_Sensors_100Hz415.csv,20221104.100hz.100hz_Sensors_100Hz415.csv,2022/10/28 04:09:59,2022/10/28 12:00:00,7.83,726811,726805.0,100.000095368,726805,4.0,False,False,True
1731,20221104\Baro\100hz_Baro_Sensors550.csv,20221104.Baro.100hz_Baro_Sensors550.csv,2022/10/28 04:10:00,2022/10/28 12:00:00,7.83,727545,727525.0,100.000095368,727525,0.0,False,False,True
1732,20221104\100hz\100hz_Sensors_100Hz416.csv,20221104.100hz.100hz_Sensors_100Hz416.csv,2022/10/28 12:00:00,2022/10/28 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1733,20221104\Baro\100hz_Baro_Sensors551.csv,20221104.Baro.100hz_Baro_Sensors551.csv,2022/10/28 12:00:00,2022/10/28 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1734,20221104\20hz\20hz_Sensors_20Hz173.csv,20221104.20hz.20hz_Sensors_20Hz173.csv,2022/10/28 12:00:00,2022/10/28 16:00:00,4.0,287962,287962.0,20.0000190735,287962,2.0,True,False,True
1735,20221104\100hz\100hz_Sensors_100Hz417.csv,20221104.100hz.100hz_Sensors_100Hz417.csv,2022/10/28 16:00:00,2022/10/28 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1736,20221104\Baro\100hz_Baro_Sensors552.csv,20221104.Baro.100hz_Baro_Sensors552.csv,2022/10/28 16:00:00,2022/10/28 20:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
1737,20221104\20hz\20hz_Sensors_20Hz174.csv,20221104.20hz.20hz_Sensors_20Hz174.csv,2022/10/28 16:00:00,2022/10/28 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1738,20221104\20hz\20hz_Sensors_20Hz175.csv,20221104.20hz.20hz_Sensors_20Hz175.csv,2022/10/28 20:00:00,2022/10/29 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1739,20221104\100hz\100hz_Sensors_100Hz418.csv,20221104.100hz.100hz_Sensors_100Hz418.csv,2022/10/28 20:00:00,2022/10/29 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1740,20221104\Baro\100hz_Baro_Sensors553.csv,20221104.Baro.100hz_Baro_Sensors553.csv,2022/10/28 20:00:00,2022/10/29 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1741,20221104\Baro\100hz_Baro_Sensors554.csv,20221104.Baro.100hz_Baro_Sensors554.csv,2022/10/29 00:00:00,2022/10/29 00:10:33,0.18,63360,63360.0,100.000095368,63360,0.0,True,True,True
1742,20221104\100hz\100hz_Sensors_100Hz419.csv,20221104.100hz.100hz_Sensors_100Hz419.csv,2022/10/29 00:00:00,2022/10/29 00:10:33,0.18,63347,63347.0,100.000095368,63347,0.0,True,True,True
1743,20221104\20hz\20hz_Sensors_20Hz176.csv,20221104.20hz.20hz_Sensors_20Hz176.csv,2022/10/29 00:00:00,2022/10/29 00:10:31,0.18,12629,12629.0,20.0000190735,12629,0.0,True,True,True
1744,20221104\20hz\20hz_Sensors_20Hz177.csv,20221104.20hz.20hz_Sensors_20Hz177.csv,2022/10/29 00:10:32,2022/10/30 12:00:00,11.82,17990,17961.0,20.0000190735,17961,0.0,False,False,True
1746,20221104\100hz\100hz_Sensors_100Hz420.csv,20221104.100hz.100hz_Sensors_100Hz420.csv,2022/10/29 00:10:33,2022/10/30 12:00:00,11.82,89754,89702.0,100.000095368,89702,1.0,False,False,True
1745,20221104\Baro\100hz_Baro_Sensors555.csv,20221104.Baro.100hz_Baro_Sensors555.csv,2022/10/29 00:10:33,2022/10/30 12:00:00,11.82,90132,90105.0,100.000095368,90105,0.0,False,False,True
1747,20221104\100hz\100hz_Sensors_100Hz421.csv,20221104.100hz.100hz_Sensors_100Hz421.csv,2022/10/30 12:00:00,2022/10/30 12:15:51,0.26,95129,95129.0,100.000095368,95129,0.0,True,True,True
1748,20221104\20hz\20hz_Sensors_20Hz178.csv,20221104.20hz.20hz_Sensors_20Hz178.csv,2022/10/30 12:00:00,2022/10/30 12:15:49,0.26,18986,18986.0,20.0000190735,18986,0.0,True,True,True
1749,20221104\Baro\100hz_Baro_Sensors556.csv,20221104.Baro.100hz_Baro_Sensors556.csv,2022/10/30 12:00:00,2022/10/30 12:15:51,0.26,95104,95104.0,100.000095368,95104,0.0,True,True,True
1750,20221104\20hz\20hz_Sensors_20Hz179.csv,20221104.20hz.20hz_Sensors_20Hz179.csv,2022/10/30 12:15:50,2022/10/31 09:20:43,21.08,56362,56341.0,20.0000190735,56341,2.0,False,False,True
1751,20221104\100hz\100hz_Sensors_100Hz422.csv,20221104.100hz.100hz_Sensors_100Hz422.csv,2022/10/30 12:15:51,2022/10/31 09:20:45,21.08,282009,281989.0,100.000095368,281989,1.0,False,False,True
1752,20221104\Baro\100hz_Baro_Sensors557.csv,20221104.Baro.100hz_Baro_Sensors557.csv,2022/10/30 12:15:51,2022/10/31 09:20:45,21.08,282325,282304.0,100.000095368,282304,0.0,False,False,True
1753,20221104\100hz\100hz_Sensors_100Hz423.csv,20221104.100hz.100hz_Sensors_100Hz423.csv,2022/10/31 09:20:45,2022/10/31 12:00:00,2.65,809015,809015.0,100.000095368,809015,3.0,True,False,True
1754,20221104\Baro\100hz_Baro_Sensors558.csv,20221104.Baro.100hz_Baro_Sensors558.csv,2022/10/31 09:20:45,2022/10/31 12:00:00,2.65,809507,809507.0,100.000095368,809507,3.0,True,True,True
1755,20221104\20hz\20hz_Sensors_20Hz180.csv,20221104.20hz.20hz_Sensors_20Hz180.csv,2022/10/31 09:20:45,2022/10/31 12:00:00,2.65,161822,161822.0,20.0000190735,161822,3.0,True,False,True
1756,20221104\Baro\100hz_Baro_Sensors559.csv,20221104.Baro.100hz_Baro_Sensors559.csv,2022/10/31 12:00:00,2022/10/31 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1757,20221104\100hz\100hz_Sensors_100Hz424.csv,20221104.100hz.100hz_Sensors_100Hz424.csv,2022/10/31 12:00:00,2022/10/31 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1758,20221104\20hz\20hz_Sensors_20Hz181.csv,20221104.20hz.20hz_Sensors_20Hz181.csv,2022/10/31 12:00:00,2022/10/31 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1759,20221104\100hz\100hz_Sensors_100Hz425.csv,20221104.100hz.100hz_Sensors_100Hz425.csv,2022/10/31 16:00:00,2022/10/31 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1760,20221104\20hz\20hz_Sensors_20Hz182.csv,20221104.20hz.20hz_Sensors_20Hz182.csv,2022/10/31 16:00:00,2022/10/31 20:00:00,4.0,287962,287962.0,20.0000190735,287962,2.0,True,False,True
1761,20221104\Baro\100hz_Baro_Sensors560.csv,20221104.Baro.100hz_Baro_Sensors560.csv,2022/10/31 16:00:00,2022/10/31 20:00:00,4.0,1439996,1439996.0,100.000095368,1439996,2.0,True,True,True
1764,20221104\Baro\100hz_Baro_Sensors561.csv,20221104.Baro.100hz_Baro_Sensors561.csv,2022/10/31 20:00:00,2022/11/01 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1762,20221104\100hz\100hz_Sensors_100Hz426.csv,20221104.100hz.100hz_Sensors_100Hz426.csv,2022/10/31 20:00:00,2022/11/01 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1763,20221104\20hz\20hz_Sensors_20Hz183.csv,20221104.20hz.20hz_Sensors_20Hz183.csv,2022/10/31 20:00:00,2022/11/01 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1765,20221104\100hz\100hz_Sensors_100Hz427.csv,20221104.100hz.100hz_Sensors_100Hz427.csv,2022/11/01 00:00:00,2022/11/01 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1766,20221104\Baro\100hz_Baro_Sensors562.csv,20221104.Baro.100hz_Baro_Sensors562.csv,2022/11/01 00:00:00,2022/11/01 04:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1767,20221104\20hz\20hz_Sensors_20Hz184.csv,20221104.20hz.20hz_Sensors_20Hz184.csv,2022/11/01 00:00:00,2022/11/01 04:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1768,20221104\100hz\100hz_Sensors_100Hz428.csv,20221104.100hz.100hz_Sensors_100Hz428.csv,2022/11/01 04:00:00,2022/11/01 05:32:36,1.54,555545,555545.0,100.000095368,555545,1.0,True,False,True
1769,20221104\Baro\100hz_Baro_Sensors563.csv,20221104.Baro.100hz_Baro_Sensors563.csv,2022/11/01 04:00:00,2022/11/01 05:32:36,1.54,555648,555648.0,100.000095368,555648,0.0,True,True,True
1770,20221104\20hz\20hz_Sensors_20Hz185.csv,20221104.20hz.20hz_Sensors_20Hz185.csv,2022/11/01 04:00:00,2022/11/01 05:32:35,1.54,111104,111104.0,20.0000190735,111104,0.0,True,True,True
1771,20221104\100hz\100hz_Sensors_100Hz429.csv,20221104.100hz.100hz_Sensors_100Hz429.csv,2022/11/01 05:32:36,2022/11/01 12:00:00,6.46,1129608,1129603.0,100.000095368,1129603,2.0,False,False,True
1772,20221104\Baro\100hz_Baro_Sensors564.csv,20221104.Baro.100hz_Baro_Sensors564.csv,2022/11/01 05:32:36,2022/11/01 12:00:00,6.46,1130082,1130066.0,100.000095368,1130066,0.0,False,False,True
1773,20221104\20hz\20hz_Sensors_20Hz186.csv,20221104.20hz.20hz_Sensors_20Hz186.csv,2022/11/01 05:32:36,2022/11/01 12:00:00,6.46,225965,225961.0,20.0000190735,225961,0.0,False,False,True
1776,20221104\Baro\100hz_Baro_Sensors565.csv,20221104.Baro.100hz_Baro_Sensors565.csv,2022/11/01 12:00:00,2022/11/01 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1774,20221104\20hz\20hz_Sensors_20Hz187.csv,20221104.20hz.20hz_Sensors_20Hz187.csv,2022/11/01 12:00:00,2022/11/01 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1775,20221104\100hz\100hz_Sensors_100Hz430.csv,20221104.100hz.100hz_Sensors_100Hz430.csv,2022/11/01 12:00:00,2022/11/01 16:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1778,20221104\100hz\100hz_Sensors_100Hz431.csv,20221104.100hz.100hz_Sensors_100Hz431.csv,2022/11/01 16:00:00,2022/11/01 20:00:00,4.0,1439802,1439802.0,100.000095368,1439802,2.0,True,False,True
1779,20221104\Baro\100hz_Baro_Sensors566.csv,20221104.Baro.100hz_Baro_Sensors566.csv,2022/11/01 16:00:00,2022/11/01 20:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1777,20221104\20hz\20hz_Sensors_20Hz188.csv,20221104.20hz.20hz_Sensors_20Hz188.csv,2022/11/01 16:00:00,2022/11/01 20:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1781,20221104\100hz\100hz_Sensors_100Hz432.csv,20221104.100hz.100hz_Sensors_100Hz432.csv,2022/11/01 20:00:00,2022/11/02 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1782,20221104\20hz\20hz_Sensors_20Hz189.csv,20221104.20hz.20hz_Sensors_20Hz189.csv,2022/11/01 20:00:00,2022/11/02 00:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
1780,20221104\Baro\100hz_Baro_Sensors567.csv,20221104.Baro.100hz_Baro_Sensors567.csv,2022/11/01 20:00:00,2022/11/02 00:00:00,4.0,1440000,1440000.0,100.000095368,1440000,0.0,True,True,True
1783,20221104\Baro\100hz_Baro_Sensors568.csv,20221104.Baro.100hz_Baro_Sensors568.csv,2022/11/02 00:00:00,2022/11/02 02:12:34,2.21,795413,795413.0,100.000095368,795413,0.0,True,True,True
1784,20221104\100hz\100hz_Sensors_100Hz433.csv,20221104.100hz.100hz_Sensors_100Hz433.csv,2022/11/02 00:00:00,2022/11/02 02:12:34,2.21,795430,795430.0,100.000095368,795430,0.0,True,True,True
1785,20221104\20hz\20hz_Sensors_20Hz190.csv,20221104.20hz.20hz_Sensors_20Hz190.csv,2022/11/02 00:00:00,2022/11/02 02:12:33,2.21,159061,159061.0,20.0000190735,159061,0.0,True,True,True
1786,20221104\Baro\100hz_Baro_Sensors569.csv,20221104.Baro.100hz_Baro_Sensors569.csv,2022/11/02 02:12:34,2022/11/02 12:00:00,9.79,1152050,1152020.0,100.000095368,1152020,2.0,False,False,True
1787,20221104\100hz\100hz_Sensors_100Hz434.csv,20221104.100hz.100hz_Sensors_100Hz434.csv,2022/11/02 02:12:34,2022/11/02 12:00:00,9.79,1151708,1151702.0,100.000095368,1151702,1.0,False,False,True
1788,20221104\20hz\20hz_Sensors_20Hz191.csv,20221104.20hz.20hz_Sensors_20Hz191.csv,2022/11/02 02:12:34,2022/11/02 12:00:00,9.79,230330,230323.0,20.0000190735,230323,2.0,False,False,True
1789,20221104\20hz\20hz_Sensors_20Hz192.csv,20221104.20hz.20hz_Sensors_20Hz192.csv,2022/11/02 12:00:00,2022/11/02 16:00:00,4.0,288000,288000.0,20.0000190735,288000,0.0,True,True,True
