name,slug,launch_designator,SLC,success,net,window_start,window_end
Falcon 9 Block 5 | Starlink Group 12-16,falcon-9-block-5-starlink-group-12-16,2025-053,Space Launch Complex 41,True,2025-03-15T11:35:10Z,2025-03-15 10:28:00+00:00,2025-03-15 14:59:00+00:00
Falcon 9 Block 5 | Starlink Group 12-25,falcon-9-block-5-starlink-group-12-25,2025-057,Space Launch Complex 41,True,2025-03-18T19:57:50Z,2025-03-18 18:09:00+00:00,2025-03-18 22:40:00+00:00
Falcon 9 Block 5 | NROL-69,falcon-9-block-5-nrol-69,2025-060,Space Launch Complex 40,True,2025-03-24T17:48:00Z,2025-03-24 17:42:00+00:00,2025-03-24 18:24:00+00:00
Falcon 9 Block 5 | Starlink Group 6-80,falcon-9-block-5-starlink-group-6-80,2025-065,Space Launch Complex 41,True,2025-03-31T19:52:50Z,2025-03-31 19:52:50+00:00,2025-03-31 21:55:49+00:00
Falcon 9 Block 5 | Fram2,falcon-9-block-5-fram2,2025-066,Launch Complex 39A,True,2025-04-01T01:46:50Z,2025-04-01 01:46:50+00:00,2025-04-01 06:26:20+00:00
Falcon 9 Block 5 | Starlink Group 6-72,falcon-9-block-5-starlink-group-6-72,2025-070,Space Launch Complex 40,True,2025-04-06T03:07:20Z,2025-04-06 02:40:00+00:00,2025-04-06 06:40:00+00:00
Falcon 9 Block 5 | Starlink Group 12-17,falcon-9-block-5-starlink-group-12-17,2025-075,Launch Complex 39A,True,2025-04-13T00:53:30Z,2025-04-13 00:53:00+00:00,2025-04-13 04:42:00+00:00
Falcon 9 Block 5 | Starlink Group 6-73,falcon-9-block-5-starlink-group-6-73,2025-076,Space Launch Complex 41,True,2025-04-14T04:00:10Z,2025-04-14 01:59:00+00:00,2025-04-14 05:59:00+00:00
Falcon 9 Block 5 | Dragon CRS-2 SpX-32,falcon-9-block-5-dragon-crs-2-spx-32,2025-080,Launch Complex 39A,True,2025-04-21T08:15:45Z,2025-04-21 08:15:45+00:00,2025-04-21 08:15:45+00:00
Falcon 9 Block 5 | Bandwagon 3 (Dedicated Mid-Inclination Rideshare),falcon-9-block-5-bandwagon-3-dedicated-mid-inclina,2025-081,Space Launch Complex 40,True,2025-04-22T00:48:34Z,2025-04-22 00:43:00+00:00,2025-04-22 01:23:00+00:00
Falcon 9 Block 5 | Starlink Group 6-74,falcon-9-block-5-starlink-group-6-74,2025-083,Space Launch Complex 41,True,2025-04-25T01:52:40Z,2025-04-25 01:52:40+00:00,2025-04-25 05:28:59+00:00
Falcon 9 Block 5 | Starlink Group 12-23,falcon-9-block-5-starlink-group-12-23,2025-085,Space Launch Complex 40,True,2025-04-28T02:09:40Z,2025-04-28 02:09:40+00:00,2025-04-28 05:49:50+00:00
Atlas V 551 | Project Kuiper (KA-01),atlas-v-551-project-kuiper-ka-01,2025-088,Space Launch Complex 37A,True,2025-04-28T23:01:00Z,2025-04-28 23:00:00+00:00,2025-04-29 01:00:00+00:00
Falcon 9 Block 5 | Starlink Group 12-10,falcon-9-block-5-starlink-group-12-10,2025-089,Launch Complex 39A,True,2025-04-29T02:34:10Z,2025-04-29 02:31:00+00:00,2025-04-29 05:31:50+00:00
Falcon 9 Block 5 | Starlink Group 6-75,falcon-9-block-5-starlink-group-6-75,2025-091,Space Launch Complex 40,True,2025-05-02T01:51:10Z,2025-05-02 01:51:10+00:00,2025-05-02 05:51:00+00:00
Falcon 9 Block 5 | Starlink Group 6-84,falcon-9-block-5-starlink-group-6-84,2025-092,Launch Complex 39A,True,2025-05-04T08:54:40Z,2025-05-04 08:54:40+00:00,2025-05-04 12:48:00+00:00
Falcon 9 Block 5 | Starlink Group 6-93,falcon-9-block-5-starlink-group-6-93,2025-093,Space Launch Complex 40,True,2025-05-07T01:17:20Z,2025-05-07 01:17:20+00:00,2025-05-07 03:37:09+00:00
Falcon 9 Block 5 | Starlink Group 6-91,falcon-9-block-5-starlink-group-6-91,2025-095,Space Launch Complex 40,True,2025-05-10T06:28:00Z,2025-05-10 06:28:00+00:00,2025-05-10 10:28:00+00:00
Falcon 9 Block 5 | Starlink Group 6-83,falcon-9-block-5-starlink-group-6-83,2025-099,Launch Complex 39A,True,2025-05-13T05:02:20Z,2025-05-13 03:36:30+00:00,2025-05-13 07:31:39+00:00
Falcon 9 Block 5 | Starlink Group 6-67,falcon-9-block-5-starlink-group-6-67,2025-101,Space Launch Complex 41,True,2025-05-14T16:38:50Z,2025-05-14 16:38:50+00:00,2025-05-14 18:47:09+00:00
Falcon 9 Block 5 | Starlink Group 12-15,falcon-9-block-5-starlink-group-12-15,2025-107,Space Launch Complex 40,True,2025-05-21T03:19:10Z,2025-05-21 03:19:10+00:00,2025-05-21 03:23:49+00:00
Falcon 9 Block 5 | Starlink Group 12-22,falcon-9-block-5-starlink-group-12-22,2025-111,Space Launch Complex 41,True,2025-05-24T17:19:10Z,2025-05-24 17:19:00+00:00,2025-05-24 21:04:59+00:00
