eventNumber,firstArrivalDatenum,lastArrivalDatenum,firstArrivalEpochS,lastArrivalEpochS,firstArrivalUTC,lastArrivalUTC,meanCorr,stdCorr,meanSecsDiff,stdSecsDiff,bestBackAzimuthDeg,bestSoundSpeedMps,apparentSpeedMps,apparentSpeedErrorMps,reducedPressure1Pa,reducedPressure2Pa,reducedPressure3Pa,infrasoundEnergyJ,seismicEnergyJ,snr1,snr2,snr3,nAssociatedPicks,nNPhasePicks,nInfrasoundChannelPicks,nSeismicChannelPicks
77,736574.555601134,736574.555602188,1472736003.938,1472736004.029,2016-09-01T13:20:03.938,2016-09-01T13:20:04.029,0.845430177865594,0.0913176545385063,6.93889390390723e-18,0.0755989417915357,200.1,349.518061184628,362.534079136248,21.0820864748052,105.024458928979,118.186594300969,110.572082264535,1227601.55490433,34595.9497013008,6.63223617282048,8.33928790476065,8.36586779246021,6,4,3,3
78,736574.555615486,736574.55561566,1472736005.178,1472736005.193,2016-09-01T13:20:05.178,2016-09-01T13:20:05.193,0.431639125389425,0.10311941762547,0.0193333333333333,0.0761647337464437,46.8,589.826688604084,-273.185001177213,648.657207694319,16.9987518568303,20.3304371306348,15.8255246174545,54335.3868199131,2658.04201897303,2.64356867826329,5.69513467195848,4.68037941990001,2,2,2,0
79,736574.555628438,736574.555628553,1472736006.297,1472736006.307,2016-09-01T13:20:06.297,2016-09-01T13:20:06.307,0.442523294039808,0.168270914900686,6.93889390390723e-18,0.0952638441382669,201.9,273.98406371187,314.082869847858,56.4787846477286,19.9944299291815,30.6500100763354,25.3561120051964,66944.8279137503,1177.21182438492,2.82284778220139,8.20235668156198,7.43250676150695,2,2,2,0
80,736574.555745648,736574.555745741,1472736016.424,1472736016.432,2016-09-01T13:20:16.424,2016-09-01T13:20:16.432,0.594595700710949,0.155535443177317,-0.00733333333333333,0.0714833313903784,38.2,377.507607165596,-165.154596841824,465.878519991358,34.3723617162511,24.5528551159987,27.4738153908474,127245.642375577,608.100465207319,2.67404081622835,5.13848178525739,5.91035937244957,2,2,2,0
81,736574.555763623,736574.555763762,1472736017.977,1472736017.989,2016-09-01T13:20:17.977,2016-09-01T13:20:17.989,0.414775086697821,0.183904212169228,0.00800000000000001,0.0807960395068966,199,370.800032075496,367.079566600354,87.3169614351148,30.2972819825739,18.453667117869,20.4129124645484,47374.7451054148,461.297497818845,2.86519868409519,5.88071988004271,6.5458998707688,2,2,2,0
82,736574.555771308,736574.555771481,1472736018.641,1472736018.656,2016-09-01T13:20:18.641,2016-09-01T13:20:18.656,0.464021581742877,0.114155820734274,-0.0306666666666667,0.0920405707645637,104.1,1561.79756542235,-1944.58883026718,3764.42154360093,35.4610733517417,24.4965429458206,22.27640091449,153051.224450832,545.299397112543,3.21739161126925,5.49853221491809,3.9954778896537,3,2,2,1
83,736574.555793113,736574.555793287,1472736020.525,1472736020.54,2016-09-01T13:20:20.525,2016-09-01T13:20:20.540,0.404929915965275,0.101390652283841,0.0393333333333333,0.0942988158285493,190.1,232.083154718311,159.697757451084,208.649842150067,33.1834363129816,16.227233293901,15.7429915599382,56749.9099074483,311.834695008072,4.03854788839829,4.46171192928167,3.82395630749715,2,2,2,0
84,736574.555826643,736574.555826979,1472736023.422,1472736023.451,2016-09-01T13:20:23.422,2016-09-01T13:20:23.451,0.448190650302554,0.166746709085672,0.0126666666666667,0.0911233596102924,33.5,262.433092888402,-38.5326091902313,315.835291953452,33.1707306031671,20.3910920710923,20.8662945757809,71854.4266687052,1081.64608058578,3.60901230779904,6.10465465349112,5.81046569245809,3,3,2,1
85,736574.555860104,736574.555860544,1472736026.313,1472736026.351,2016-09-01T13:20:26.313,2016-09-01T13:20:26.351,0.700054754453064,0.173105519271093,6.93889390390723e-18,0.0739296963337467,199.9,358.560731511194,368.491067626336,14.1773853213189,53.0204091304478,52.9245436474051,49.9799381749984,440899.706795907,4157.81461922142,3.75554714123837,7.18488336423196,6.12010306006778,4,3,2,2
86,736574.555886586,736574.555886759,1472736028.601,1472736028.616,2016-09-01T13:20:28.601,2016-09-01T13:20:28.616,0.463444683931293,0.156096098750479,0.014,0.0887873864915507,61.5,544.936320824825,92.7899739681125,410.997896682495,33.7266085572054,20.5117860412555,22.215561364631,81169.8118091645,570.963106326082,2.87095819098459,5.0733947816855,5.26265630849351,3,2,2,1
87,736574.555946863,736574.555947245,1472736033.809,1472736033.842,2016-09-01T13:20:33.809,2016-09-01T13:20:33.842,0.600576408441574,0.119715742818383,6.93889390390723e-18,0.105950932039317,202.6,244.746827690129,295.221450422036,71.0934031228438,41.4079829359597,16.2763670300624,23.6818713763271,110362.44747361,1008.05209296881,3.97000074222304,4.16726140294768,5.13328016783039,3,3,2,1
88,736574.556016667,736574.556017083,1472736039.84,1472736039.876,2016-09-01T13:20:39.840,2016-09-01T13:20:39.876,0.578996996414114,0.161893040903104,2.31296463463574e-18,0.0791555430781698,200.5,332.802428549049,351.906667196865,28.7015151017614,30.3615718903621,30.7082406560456,38.5505241921054,116566.030184461,2329.54055831143,5.45590887331825,7.16628263848102,8.33151437569185,3,3,2,1
89,736574.556027037,736574.556028056,1472736040.736,1472736040.824,2016-09-01T13:20:40.736,2016-09-01T13:20:40.824,0.799532317925472,0.132815999991827,6.93889390390723e-18,0.0755989417915357,200.1,349.518061184628,362.534079136248,21.0820864748052,62.7868178657579,67.1909019124679,64.6326606963503,767355.538465044,9775.71268865204,4.5423982254585,6.2128903409972,6.11444948370567,4,4,3,1
90,736574.556180856,736574.556180926,1472736054.026,1472736054.032,2016-09-01T13:20:54.026,2016-09-01T13:20:54.032,0.474322944686821,0.0987427202075374,-0.002,0.0878817387174378,92.1,238.708365385506,28.3795683672409,305.84864555166,48.2517613816664,36.615679192739,61.5177045763808,469480.457239368,1485.41244480059,3.29439432381985,7.44965961649716,6.31570073174825,3,2,2,1
91,736574.556333495,736574.556333727,1472736067.214,1472736067.234,2016-09-01T13:21:07.214,2016-09-01T13:21:07.234,0.372922075849664,0.0234991548222767,-0.1,0.15471263684651,202.2,204.257644029169,239.872924846771,241.585887905394,28.4081033306474,22.479602808475,15.1934905072427,55399.0483270075,627.252753566769,3.40756066219299,6.37540703838168,3.77829062378482,3,2,2,1
92,736574.556353623,736574.556353854,1472736068.953,1472736068.973,2016-09-01T13:21:08.953,2016-09-01T13:21:08.973,0.680731678746015,0.142810100791043,6.93889390390723e-18,0.0774803200819408,200.3,341.280243577477,357.296323449802,22.9016942873507,56.6886811766983,44.8115927888684,40.3311233693695,233659.466791149,2366.97005508211,4.63554131481828,6.35726067429407,6.18901940061192,3,2,2,1
93,736574.556386007,736574.556386366,1472736071.751,1472736071.782,2016-09-01T13:21:11.751,2016-09-01T13:21:11.782,0.488313250677337,0.151441408325863,0.00933333333333334,0.0621567909939587,179.7,844.745026968206,600.924163616,537.344953004281,32.1979089132754,30.6758744828859,25.0420572931748,91553.6804425541,1985.68299095292,3.73223321932096,7.29961429806665,6.0877965052306,3,3,2,1
94,736574.556422049,736574.5564225,1472736074.865,1472736074.904,2016-09-01T13:21:14.865,2016-09-01T13:21:14.904,0.46298109700602,0.104221068246815,-0.0446666666666667,0.0906303848974871,193,331.794671681941,235.727444518559,252.547625715112,28.6952335072629,22.2719630494189,21.6069752240177,77428.5191428629,655.876208922316,4.52224504035895,5.67002617494834,5.2549358239591,4,3,2,2
95,736574.55642441,736574.556424433,1472736075.069,1472736075.071,2016-09-01T13:21:15.069,2016-09-01T13:21:15.071,0.404494434947795,0.0908300547166464,0.153333333333333,0.11181890120488,110.8,101.101158688859,108.418538420293,304.080228449857,23.2447512823788,16.1222726745851,13.8877696473456,35035.8208628289,1020.56724117091,2.82262644678039,3.82484260348554,3.32169344499636,2,2,2,0
96,736574.556449919,736574.55645044,1472736077.273,1472736077.318,2016-09-01T13:21:17.273,2016-09-01T13:21:17.318,0.362691280105656,0.0982355561029222,0.042,0.153231850475024,185.7,203.897888544475,107.931910565957,312.901071317023,36.5549654882579,20.4942130571908,17.7361668362592,54806.9339492585,595.790519124266,3.45725792038289,6.83963503399747,2.27932484820696,3,3,2,1
97,736574.556454456,736574.556454537,1472736077.665,1472736077.672,2016-09-01T13:21:17.665,2016-09-01T13:21:17.672,0.475984921831472,0.251499435027104,0.000666666666666674,0.0847175699997743,57.2,412.104239595584,92.2254913168051,373.230345535155,37.9033574167396,38.8638766070331,40.6505521933076,136684.170499241,4043.12626503907,3.24018863351256,7.98587993435628,8.00206915953229,3,2,2,1
98,736574.55645831,736574.556458391,1472736077.998,1472736078.005,2016-09-01T13:21:17.998,2016-09-01T13:21:18.005,0.414554049500504,0.196849360249408,0.02,0.0642993001517124,159.2,886.370562401501,227.959130672886,452.597419548575,35.6482408942748,32.3050708011024,29.0680822714142,113890.428447552,3699.02965113865,2.83102416219097,6.94247539385384,6.49152835211477,2,2,2,0
99,736574.55646816,736574.556468218,1472736078.849,1472736078.854,2016-09-01T13:21:18.849,2016-09-01T13:21:18.854,0.404976269940921,0.134066819220842,-0.052,0.131769495711261,41.8,367.86001227994,-101.669458263015,522.333935620496,21.6266138228141,19.8670848820533,16.9662582250899,47137.3612630618,1070.49370264478,2.5017444117578,5.45397772973261,6.47536156982647,3,2,3,0
100,736574.556481782,736574.556481794,1472736080.026,1472736080.027,2016-09-01T13:21:20.026,2016-09-01T13:21:20.027,0.338838797671067,0.0599928753394541,-0.02,0.124296419900173,132.9,345.74302701177,1111.40297976058,2790.60373515866,37.4148630079311,22.6905412651435,15.7290828482076,61695.3602035405,996.334348738037,3.7564719392356,5.79583204314951,3.50138064070942,2,2,2,0
101,736574.556483148,736574.556483299,1472736080.144,1472736080.157,2016-09-01T13:21:20.144,2016-09-01T13:21:20.157,0.367779895491287,0.111018575769293,0.0813333333333333,0.0764268713651597,146.9,1162.67701768542,1323.59223523969,2693.53419927651,22.3532859063744,18.7045713451367,19.8998344833758,40661.2436503982,1634.14650759211,2.93770920256277,4.95844408938903,5.99639694922639,2,2,2,0
102,736574.556488808,736574.556488993,1472736080.633,1472736080.649,2016-09-01T13:21:20.633,2016-09-01T13:21:20.649,0.449963507932947,0.0867776991017127,0.042,0.0814960121723756,197.3,281.227155948085,254.742525523004,242.892563154744,33.0129253130474,24.415475414019,23.8899867599738,69920.3392167706,2411.8564568093,3.76902063863973,6.61868300303435,6.28312873089982,2,2,2,0
103,736574.556501354,736574.556502315,1472736081.717,1472736081.8,2016-09-01T13:21:21.717,2016-09-01T13:21:21.800,0.719600947109588,0.12899025510308,6.93889390390723e-18,0.0739296963337467,199.9,358.560731511194,368.491067626336,14.1773853213189,43.1084634662528,49.0661843831769,42.6299605107896,258343.844378414,4281.63194830984,5.23040063034186,7.46645168384541,7.34825590400357,4,4,3,1
104,736574.556616794,736574.556617187,1472736091.691,1472736091.725,2016-09-01T13:21:31.691,2016-09-01T13:21:31.725,0.461311553227037,0.137170527311817,-0.06,0.126111062163476,178.1,840.653603965556,513.991748569155,544.69980547009,26.8823509525045,26.5353145131347,20.634873670746,60442.5306534566,793.778751237489,2.14911885871247,7.14841589127412,6.17501164560362,4,3,2,2
105,736574.556713021,736574.556713414,1472736100.005,1472736100.039,2016-09-01T13:21:40.005,2016-09-01T13:21:40.039,0.564435592156009,0.232074231460698,6.93889390390723e-18,0.0491853636766061,195.1,558.173245190079,494.207844378549,84.8437569574433,49.8797696790118,40.9012316587187,39.2061800587575,155844.70781475,2826.44234449983,3.44996613286459,8.07735947985513,8.93370274025469,4,3,2,2
106,736574.556781632,736574.556782002,1472736105.933,1472736105.965,2016-09-01T13:21:45.933,2016-09-01T13:21:45.965,0.420019107581031,0.125047494516149,-0.0233333333333333,0.0712142307875797,63.4,624.449657567602,-1096.81341776591,3367.17515032743,41.7123306470352,28.4332771325306,22.3915264940834,70720.3682056224,779.261480566827,3.06085202797744,6.0787586463401,8.028949190796,3,3,2,1
107,736574.556840602,736574.556840648,1472736111.028,1472736111.032,2016-09-01T13:21:51.028,2016-09-01T13:21:51.032,0.518288060014274,0.118220186898293,0.0173333333333333,0.0594194132137525,43.8,405.428092460654,-89.6720578677462,527.370309571603,32.9180816483333,28.620469621168,22.1210318401605,85604.6060733677,1112.0080247335,3.4879492640963,7.18464560958095,6.29920485288682,3,2,2,1
108,736574.556850567,736574.556851204,1472736111.889,1472736111.944,2016-09-01T13:21:51.889,2016-09-01T13:21:51.944,0.437933889842001,0.140289890346683,0.0586666666666667,0.0868899687344095,59.2,349.238101020387,-69.6315727936504,838.700443686402,25.5431050433229,22.3939049244882,20.9119830323621,85677.7252036957,632.976481146977,2.92602772923988,5.41296666469182,5.61618610372961,3,3,2,1
109,736574.556874363,736574.556874537,1472736113.945,1472736113.96,2016-09-01T13:21:53.945,2016-09-01T13:21:53.960,0.3440067294835,0.109933440817313,0.0113333333333333,0.0831544747242544,178.9,857.922065494162,532.204635724425,523.165499427751,36.1089088111109,10.2661691394181,17.4584825102324,38683.9039562423,663.125752766107,5.48883470910393,3.77200262480092,5.53104310178557,2,2,2,0
110,736574.556881076,736574.55688125,1472736114.525,1472736114.54,2016-09-01T13:21:54.525,2016-09-01T13:21:54.540,0.517878320299667,0.0789507166374556,-0.00066666666666666,0.0747654108974643,200,354.040890988526,365.512573381292,18.2584781923759,36.5025802525224,24.4270544288606,18.7267798850379,67513.4934606527,1451.23869015021,4.74157444033675,6.15500532597695,4.77660994050709,3,2,2,1
111,736574.556885532,736574.556885648,1472736114.91,1472736114.92,2016-09-01T13:21:54.910,2016-09-01T13:21:54.920,0.319401263362065,0.0567767265319972,-0.123333333333333,0.118535508041543,55.3,377.453056769997,116.803547723031,284.4505584759,16.149278619658,16.417365027161,15.0468876997042,39412.6512852092,858.429492719039,1.7667797513367,5.83011687496976,4.6786016560191,2,2,2,0
112,736574.556890417,736574.55689044,1472736115.332,1472736115.334,2016-09-01T13:21:55.332,2016-09-01T13:21:55.334,0.410165422634371,0.0835619212385113,0.0466666666666667,0.101812900295919,199.3,251.181824323461,252.055995215799,211.389651720206,36.5261466777442,18.4483381849809,18.5646320308595,42849.6880001452,994.201302425503,3.95018108025985,5.68281420449816,6.10349201865401,2,2,2,0
113,736574.556893808,736574.556893866,1472736115.625,1472736115.63,2016-09-01T13:21:55.625,2016-09-01T13:21:55.630,0.375056612668259,0.0920536736518085,0.0593333333333333,0.0868070657646408,156.5,1174.84772908459,868.235615923743,1293.11289293728,15.8952542742011,14.3913107624945,14.550484710098,25477.7436645545,989.007602766752,1.83693240414122,5.11218088187442,6.04966586239164,2,2,2,0
114,736574.556896759,736574.556896898,1472736115.88,1472736115.892,2016-09-01T13:21:55.880,2016-09-01T13:21:55.892,0.353989842951926,0.0418719622473573,-0.01,0.0920782276110917,101.6,1570.61157069789,-269.248780857687,3518.00784027994,28.7452133444815,10.1942641674394,8.11320979766489,14724.1307857894,734.677039858633,3.86146213844859,3.85147802494962,4.16337940089778,2,2,2,0
115,736574.556902836,736574.556903218,1472736116.405,1472736116.438,2016-09-01T13:21:56.405,2016-09-01T13:21:56.438,0.579032114486963,0.199090359487825,0.0433333333333333,0.0939588562439255,197.3,314.201688913207,284.316230266408,212.01445704501,41.6838656994925,36.7890774929613,38.3420345319206,153833.414150624,4343.33088506522,4.27595853531897,7.06252411584991,8.22212793878516,3,3,2,1
116,736574.556912002,736574.556912234,1472736117.197,1472736117.217,2016-09-01T13:21:57.197,2016-09-01T13:21:57.217,0.334083043521924,0.0941647372201176,0.00133333333333333,0.112275850772402,200.1,289.719038745153,301.302653800935,110.734183966589,24.030064322447,16.2692408896444,19.5388633918926,38124.5281841713,770.381875446207,2.65336760071818,5.98748396514838,6.94815721676609,2,2,2,0
117,736574.556926991,736574.556927442,1472736118.492,1472736118.531,2016-09-01T13:21:58.492,2016-09-01T13:21:58.531,0.584741256741545,0.210734704178544,6.93889390390723e-18,0.0758524884232548,200,351.839989140857,363.253311939889,18.8656960237512,38.8342336421752,40.8363201088803,35.9112154534949,142132.693571095,2863.99970134382,3.5652550392337,8.30929471062386,8.20009566709217,3,3,2,1
118,736574.556943889,736574.556944317,1472736119.952,1472736119.989,2016-09-01T13:21:59.952,2016-09-01T13:21:59.989,0.521970841417502,0.231205262157674,0.0113333333333333,0.0870279648542161,196.8,414.436759211416,378.638974744136,157.791534041446,63.4305221215569,32.6783439454637,32.628800212859,143945.731300063,2702.28365930314,3.55303682934031,6.86100446661127,6.80899095065543,3,3,2,1
119,736574.556964306,736574.556964456,1472736121.716,1472736121.729,2016-09-01T13:22:01.716,2016-09-01T13:22:01.729,0.512608482047241,0.147392860909303,-0.00066666666666666,0.0766672463746199,200.2,345.800135823763,360.274817694845,21.2331523191267,36.179441125278,28.6607317880739,23.0701173873507,97644.2311823205,1548.65428219308,3.49460802785487,6.65162083641635,6.62240086355983,3,2,2,1
120,736574.556977546,736574.556977593,1472736122.86,1472736122.864,2016-09-01T13:22:02.860,2016-09-01T13:22:02.864,0.380666056875462,0.0291611922118054,-0.000666666666666658,0.0310268700752536,152.1,1866.6933882889,1209.53013146611,1119.89597341812,32.1084236348255,22.4639021041254,14.760623212726,50238.0941773777,531.154526066437,3.56734638424195,6.98312546773014,5.63324655671566,2,2,2,0
121,736574.556985093,736574.556985185,1472736123.512,1472736123.52,2016-09-01T13:22:03.512,2016-09-01T13:22:03.520,0.418769879350647,0.188198818958354,0.0106666666666667,0.101812900295919,162.6,966.712347454009,232.861900133963,374.108169214488,26.2316224235891,26.5035075000338,23.1280223136905,81202.8949052741,1448.31266887176,3.61967317284172,6.770910389013,6.44859552781617,3,2,2,1
122,736574.557004907,736574.557005926,1472736125.224,1472736125.312,2016-09-01T13:22:05.224,2016-09-01T13:22:05.312,0.744595462512314,0.176117650089467,6.93889390390723e-18,0.0739296963337467,199.9,358.560731511194,368.491067626336,14.1773853213189,85.3575419056714,81.75812927681,86.73762029866,648570.785050252,16763.2002969926,5.71207317396385,8.41481596407959,9.03926732118015,5,4,3,2
123,736574.557014931,736574.557015139,1472736126.09,1472736126.108,2016-09-01T13:22:06.090,2016-09-01T13:22:06.108,0.239171759635264,0.0714432922612708,0.0653333333333333,0.133258645748284,34.3,150.2460677649,47.876722917745,292.288989206235,21.0571554347325,14.3847590828632,19.4750845511956,26541.9373796891,1316.09032363838,2.21390554252585,5.55366683945398,7.42798528804705,2,2,2,0
124,736574.557021412,736574.557021505,1472736126.65,1472736126.658,2016-09-01T13:22:06.650,2016-09-01T13:22:06.658,0.27604171729643,0.11195507455005,-0.02,0.120797350964332,199.6,334.226492410749,339.374283612778,109.514332209331,21.9267676180476,14.3411884076232,16.3814876802725,23878.3383482708,680.326943155665,2.22565568400768,5.26355407417675,7.95520748304038,2,2,2,0
125,736574.557030382,736574.557030729,1472736127.425,1472736127.455,2016-09-01T13:22:07.425,2016-09-01T13:22:07.455,0.477209859306783,0.186791017325279,-0.0573333333333333,0.0460724067817893,121.7,825.627195693915,143.996504584207,361.798768980471,21.5843916388541,24.5810664807822,29.150657867016,80855.8057256592,1201.0823679448,3.5325224756515,6.46038892030048,7.2574299669825,3,3,2,1
126,736574.557040347,736574.557040393,1472736128.286,1472736128.29,2016-09-01T13:22:08.286,2016-09-01T13:22:08.290,0.468896828183385,0.185514688923892,0.00133333333333334,0.090921211313239,160.3,635.857056271447,160.985049748778,322.307060191108,28.9931972042067,30.6826155420911,26.8548791006273,77622.0030240775,870.405719667384,4.66014648905747,8.23182735120038,8.3224064872347,3,2,2,1
127,736574.55706706,736574.5570675,1472736130.594,1472736130.632,2016-09-01T13:22:10.594,2016-09-01T13:22:10.632,0.388580230244539,0.0677710752014405,0.016,0.0260461129537595,0.1,NaN,NaN,0,33.1999514948595,28.2867394650263,28.3113790114111,81779.8906600826,1566.01942510517,2.87849272802749,6.12407824827135,7.69008895117642,3,3,2,1
128,736574.557074514,736574.557074537,1472736131.238,1472736131.24,2016-09-01T13:22:11.238,2016-09-01T13:22:11.240,0.427157383645727,0.0938345043633449,0.0133333333333333,0.0668690262129386,201.2,298.234853443568,205.422013796698,227.304284989555,36.6042001530354,18.9256753203949,20.6307145016149,44748.5509576168,1190.75076796328,3.59719011343806,5.6555453175363,6.50879749892042,3,2,2,1
129,736574.557111736,736574.557112604,1472736134.454,1472736134.529,2016-09-01T13:22:14.454,2016-09-01T13:22:14.529,0.422556148229613,0.0969311883630712,-0.000666666666666663,0.0700361811256629,174.8,441.201544111079,339.574259805692,186.281971513377,22.755248927463,16.2535012967044,15.65769369802,105095.024318427,259.358397678578,3.03786757786835,5.47949792522365,1.98057406689047,3,2,2,1
130,736574.55727875,736574.557279213,1472736148.884,1472736148.924,2016-09-01T13:22:28.884,2016-09-01T13:22:28.924,0.52881651939791,0.21707028523787,0.000666666666666674,0.0765419275081747,200.2,345.3962049632,359.915201293025,22.1968739031083,34.751901867288,28.6338339309181,29.0570187998144,100400.446109243,3732.98573865456,4.3364250272907,6.54683853751388,7.83382886875012,3,3,2,1
131,736574.557287963,736574.557288044,1472736149.68,1472736149.687,2016-09-01T13:22:29.680,2016-09-01T13:22:29.687,0.329499169177458,0.0911803615046346,0.0306666666666667,0.175338149490254,49.4,319.19919673198,115.356674882228,278.7343561048,16.4553408251828,20.5912223200537,19.5024332038093,41409.4213964964,1001.46823701934,2.92603750018775,6.59557240104328,6.0858885787171,4,2,3,1
132,736574.557290775,736574.557291042,1472736149.923,1472736149.946,2016-09-01T13:22:29.923,2016-09-01T13:22:29.946,0.51210215732022,0.119907866657961,-0.00066666666666666,0.0729894969613209,199.8,362.939168312459,371.359362407009,14.197960782345,22.6368350559376,26.7648564815016,28.3886899159921,79276.3904038891,1864.20434966194,4.4082855381402,6.94435105088768,6.09389299852746,2,2,2,0
133,736574.557392512,736574.557393611,1472736158.713,1472736158.808,2016-09-01T13:22:38.713,2016-09-01T13:22:38.808,0.729869182980635,0.15465583379903,6.93889390390723e-18,0.0739296963337467,199.9,358.560731511194,368.491067626336,14.1773853213189,68.6860607308282,73.4999748199306,67.0846894008506,502825.594371091,10862.2420274474,5.02790382154283,8.32110246023805,8.8554981163989,4,4,3,1
134,736574.557409583,736574.557409699,1472736160.188,1472736160.198,2016-09-01T13:22:40.188,2016-09-01T13:22:40.198,0.433967925094098,0.174322895023605,-0.036,0.0830228884103655,39.1,252.310068873259,26.2711763638102,357.158396618574,27.5323663844378,18.2627428796204,18.7874181211961,46397.7242606987,639.721757141072,2.76977798535358,5.53509702777708,6.34467932243123,2,2,2,0
135,736574.557418368,736574.55741853,1472736160.947,1472736160.961,2016-09-01T13:22:40.947,2016-09-01T13:22:40.961,0.458500066485752,0.191688348751051,-0.0646666666666667,0.138134234231296,34.7,182.776207481086,31.9363078452464,307.176833352505,21.967886379364,26.5987314030208,23.8694736509294,78218.624180968,1038.13812034741,2.08860963560682,6.98104214818673,8.25885690799342,3,2,2,1
136,736574.557441215,736574.557441331,1472736162.921,1472736162.931,2016-09-01T13:22:42.921,2016-09-01T13:22:42.931,0.482040545922442,0.208933628165773,6.93889390390723e-18,0.0758524884232548,200,351.839989140857,363.253311939889,18.8656960237512,50.3279817474901,30.7577933159949,29.3022063542652,91522.5704817935,2652.72520345681,3.92744770619968,7.44745372129984,7.06752789812291,3,2,2,1
137,736574.557465972,736574.557466447,1472736165.06,1472736165.101,2016-09-01T13:22:45.060,2016-09-01T13:22:45.101,0.504936549012756,0.24639083597031,6.93889390390723e-18,0.0720444307354843,199.7,367.324038838891,374.227657187682,13.5063263076106,34.1675299534666,34.8537960798832,33.8077024598178,136094.994502893,2389.23830108289,3.22795853608501,7.28119882407523,7.3246940488041,3,3,2,1
138,736574.557500984,736574.557502037,1472736168.085,1472736168.176,2016-09-01T13:22:48.085,2016-09-01T13:22:48.176,0.541000097782892,0.110075445097427,0.00400000000000001,0.0754294372244683,173.6,399.928244708379,306.026875216754,173.015924884896,67.7122946219717,73.5260162245508,79.4447513285884,462846.272720159,7341.39513021831,6.53863874614848,8.75522444340346,4.4513442974319,4,4,3,1
139,736574.557575324,736574.557575613,1472736174.508,1472736174.533,2016-09-01T13:22:54.508,2016-09-01T13:22:54.533,0.39235907114597,0.145899507006349,0.032,0.109456840809517,41.6,416.035630805282,-176.118741151691,561.038584749596,23.5951148117804,26.5424626815946,26.3359826389699,88764.1028648767,1304.13073115488,3.00253307218168,7.63644114268119,5.69636987024255,2,2,1,1
140,736574.557621157,736574.557621586,1472736178.468,1472736178.505,2016-09-01T13:22:58.468,2016-09-01T13:22:58.505,0.56305581026552,0.147398826036937,-0.0746666666666667,0.096785673871016,144.9,1188.22505234772,656.441976691357,929.631962576565,46.2965667438496,59.3604939262652,53.9305149145444,311475.928084296,6516.85252709559,3.58940449460918,8.43526753939401,4.32156890127533,3,3,2,1
141,736574.55768162,736574.557682176,1472736183.692,1472736183.74,2016-09-01T13:23:03.692,2016-09-01T13:23:03.740,0.385691671764952,0.0403968323460802,-0.014,0.118598482283712,0.1,NaN,NaN,0,23.2934270136469,32.7568622961137,60.5180206177737,75629.1027199707,1037.71140698403,3.57670438159946,8.93648202145347,4.90460589185102,2,2,1,1
142,736574.557733148,736574.557733495,1472736188.144,1472736188.174,2016-09-01T13:23:08.144,2016-09-01T13:23:08.174,0.397636141054304,0.110820679093403,-0.07,0.120552063441486,40,159.626620963583,-3.77399732965415,260.544513596941,28.7035479046296,20.3649436394892,21.4608428244952,64867.8719771071,712.486878792473,4.25448609306012,6.53479960219453,2.34626408512967,2,2,1,1
143,736574.557781806,736574.55778228,1472736192.348,1472736192.389,2016-09-01T13:23:12.348,2016-09-01T13:23:12.389,0.39100369682487,0.123860836652067,-0.054,0.0908185003179418,188.8,288.292747527035,197.528921139849,282.97644351604,31.6084343713149,36.7333971355055,35.4323411446389,174929.121545093,3161.65304024017,3.50252717897088,7.99427697116356,2.20926248070272,3,3,2,1
144,736574.557902546,736574.557902847,1472736202.78,1472736202.806,2016-09-01T13:23:22.780,2016-09-01T13:23:22.806,0.430349311711197,0.103071590542533,0.000666666666666672,0.0861409697337258,110.9,287.831506499658,-447.454958703899,974.648031975816,45.2165344070326,28.5440673922013,32.9229535731848,343354.301483338,938.750489682834,4.30937102185423,7.55860480820805,3.64953988062889,2,2,1,1
145,736574.558105185,736574.558105417,1472736220.288,1472736220.308,2016-09-01T13:23:40.288,2016-09-01T13:23:40.308,0.401738464167776,0.10355816901601,-0.04,0.106403007476293,69.5,469.882376554521,62.3390245548073,1045.15993442002,31.1009252508429,18.4803695287197,24.1329723255807,49949.2981572944,1123.00997367342,2.9717155327582,5.86292438689475,7.21914678850637,2,2,1,1
146,736574.558125787,736574.558126227,1472736222.068,1472736222.106,2016-09-01T13:23:42.068,2016-09-01T13:23:42.106,0.457137231457416,0.122876272917447,-0.0746666666666667,0.105395762090639,184.1,523.848639889826,326.056302841115,416.265565316075,60.8526071707156,22.4639236905201,23.5589015299402,101964.990256878,976.483507748281,5.66586940173647,5.27426253324988,1.9954701115479,3,3,2,1
147,736574.558536238,736574.558536713,1472736257.531,1472736257.572,2016-09-01T13:24:17.531,2016-09-01T13:24:17.572,0.57090404840037,0.205861823022072,-0.00066666666666666,0.0747654108974643,200,354.040890988526,365.512573381292,18.2584781923759,49.8231690389818,40.9911876954886,44.4008733903017,218379.184492829,2860.46751821972,3.58608407916209,6.90309501644486,7.40064294264684,3,3,2,1
148,736574.55892169,736574.558922662,1472736290.834,1472736290.918,2016-09-01T13:24:50.834,2016-09-01T13:24:50.918,0.399979481714604,0.0471689580466037,0.036,0.127197484251851,215.1,236.250051070064,145.126348119102,296.17793275618,31.8674844646209,34.7625989131257,65.0785957146548,185649.60818057,3275.17470045472,4.05511809328302,7.55820035002757,5.18101395423454,3,3,2,1
